service,course_id,user,nid,id,subject_length,text_length
Forum,99,person002,201,42,30,220
Forum,99,a0647160,201,46,30,104
Forum,99,a0647160,201,55,33,811
Forum,99,person002,201,56,33,252
Forum,99,a0647160,201,58,33,225
Forum,99,a0647160,201,59,14,416
Forum,99,person002,201,61,14,149
Forum,99,person002,201,60,33,398
Forum,99,a0647160,201,63,33,1505
Forum,99,a0647160,201,64,33,232
Forum,99,person002,201,65,33,452
Forum,99,person005,201,66,33,314
Forum,99,a0647160,201,67,33,541
Forum,99,a0647160,201,68,33,215
Forum,99,person005,201,69,33,1243
Forum,99,a0647160,201,70,33,1300
Forum,99,a0647160,201,71,33,383
Forum,99,person005,201,73,33,268
Forum,99,a0647160,201,74,33,492
Forum,99,person005,201,72,33,399
Forum,99,a0647160,201,75,33,491
Forum,99,person005,201,76,33,315
Forum,99,a0127319,201,77,13,75
Forum,99,person002,201,78,13,501
Forum,99,person005,201,79,13,401
Forum,99,a0647160,201,80,41,755
Forum,99,a0903622,201,81,41,897
Forum,99,a0903622,201,82,0,62
Forum,99,a0907112,201,83,0,347
Forum,99,a0903622,201,84,0,0
Forum,99,a0647160,201,85,0,210
Forum,99,person002,201,93,41,1556
Forum,99,a0647160,201,94,41,946
Forum,99,person002,201,95,41,133
Forum,99,a0949607,201,86,0,269
Forum,99,a0949607,201,87,0,129
Forum,99,person005,201,89,0,119
Forum,99,a0903622,201,88,0,1441
Forum,99,a0949607,201,90,0,75
Forum,99,a0647160,201,91,0,179
Forum,99,person002,201,92,0,211
Forum,99,a0949607,201,96,42,668
Forum,99,a0525137,201,97,42,564
Forum,99,a0949607,201,98,42,95
Forum,99,a0949607,201,99,42,861
Forum,99,person002,201,100,42,525
Forum,99,a0949607,201,101,42,109
Forum,99,a0647160,201,102,22,200
Forum,99,person005,201,103,22,1067
Forum,99,a0647160,201,104,22,524
Forum,99,a0647160,201,105,22,360
Forum,99,person002,201,106,22,147
Forum,99,a0647160,201,107,22,434
Forum,99,a0803000,201,108,23,453
Forum,99,person005,201,109,23,286
Forum,99,a0907843,201,110,15,1240
Forum,99,a0808547,201,111,15,156
Forum,99,a0647160,201,112,15,215
Forum,99,a0907843,201,113,15,190
Forum,99,a0647160,201,114,15,89
Forum,99,a0647160,201,115,15,83
Forum,99,a0647160,201,116,15,30
Forum,99,a0907843,201,117,15,128
Forum,99,a0500549,201,138,15,129
Forum,99,person002,201,118,15,132
Forum,99,a0907843,201,119,15,0
Forum,99,a0647160,201,120,15,193
Forum,99,a0907843,201,121,15,918
Forum,99,a0907843,201,122,15,106
Forum,99,a0907843,201,123,15,0
Forum,99,person002,201,124,15,145
Forum,99,a0907843,201,125,15,110
Forum,99,a0907843,201,126,15,103
Forum,99,person002,201,127,15,484
Forum,99,a0907843,201,128,15,558
Forum,99,person005,201,129,15,158
Forum,99,person005,201,130,15,0
Forum,99,a0907843,201,131,15,0
Forum,99,person005,201,132,15,454
Forum,99,a0907843,201,133,15,0
Forum,99,person005,201,134,15,289
Forum,99,a9601577,201,135,45,140
Forum,99,a9601577,201,136,45,139
Forum,99,person002,201,137,45,232
Forum,99,a0901130,201,139,18,408
Forum,99,person005,201,140,18,281
Forum,99,a0821669,201,141,0,503
Forum,99,a0647160,201,142,0,169
Forum,99,a0821669,201,143,0,61
Forum,99,a0821669,201,144,0,180
Forum,99,person002,201,145,0,215
Forum,99,a0821669,201,146,0,1042
Forum,99,person002,201,147,0,179
Forum,99,a0903622,201,149,0,263
Forum,99,person002,201,151,0,349
Forum,99,a0903622,201,152,0,183
Forum,99,a0903622,201,148,0,967
Forum,99,a0903622,201,150,0,57
Forum,99,a0647160,201,153,0,269
Forum,99,a0647160,201,154,0,107
Forum,99,a0903622,201,155,0,626
Forum,99,a0903622,201,156,0,47
Forum,99,a0647160,201,157,0,164
Forum,99,a0821669,201,161,0,16
Forum,99,a0821669,201,163,0,704
Forum,99,person002,201,166,0,244
Forum,99,person005,201,167,0,278
Forum,99,a0908233,201,170,0,2851
Forum,99,a0903622,201,171,0,183
Forum,99,a0908233,201,172,0,109
Forum,99,a0903622,201,173,0,953
Forum,99,a0903622,201,174,0,279
Forum,99,a0908233,201,177,0,3111
Forum,99,person002,201,180,0,891
Forum,99,a0908233,201,185,0,307
Forum,99,person002,201,186,0,517
Forum,99,a0908233,201,193,0,81
Forum,99,a0127319,201,158,43,660
Forum,99,a0647160,201,159,43,120
Forum,99,a0867923,201,175,43,191
Forum,99,person002,201,176,43,165
Forum,99,a0867923,201,188,43,1293
Forum,99,person005,201,189,43,512
Forum,99,person002,201,160,43,146
Forum,99,a0867923,201,162,43,601
Forum,99,person002,201,165,43,329
Forum,99,a0548657,201,164,26,114
Forum,99,a0548657,201,168,26,0
Forum,99,person005,201,169,26,826
Forum,99,a0140418,201,178,26,96
Forum,99,a0140418,201,179,26,49
Forum,99,a9601577,201,181,16,1430
Forum,99,person002,201,182,16,184
Forum,99,a9601577,201,183,16,230
Forum,99,person002,201,184,16,1005
Forum,99,a9601577,201,187,16,22
Forum,99,a0907843,201,190,0,545
Forum,99,person005,201,191,0,0
Forum,99,a0907843,201,192,0,0
Forum,99,a0348292,201,196,18,683
Forum,99,a0647160,201,197,18,116
Forum,99,a0348292,201,198,18,444
Forum,99,a0902776,201,199,18,571
Forum,99,a0348292,201,200,18,638
Forum,99,a0907112,201,201,18,347
Forum,99,voonly,39,1,27,127
Forum,99,person002,39,2,27,149
Forum,99,a0903622,39,13,27,265
Forum,99,person002,39,14,27,12
Forum,99,a0902776,39,3,14,539
Forum,99,person002,39,4,14,962
Forum,99,a0902776,39,5,14,35
Forum,99,a0900078,39,6,9,326
Forum,99,a0648931,39,7,9,316
Forum,99,person002,39,8,9,113
Forum,99,a0701571,39,9,9,40
Forum,99,voonly,39,10,42,159
Forum,99,person002,39,11,42,140
Forum,99,voonly,39,12,42,151
Forum,99,a0300450,39,15,20,47
Forum,99,person002,39,16,20,30
Forum,99,voonly,39,17,17,137
Forum,99,a0707489,39,18,17,43
Forum,99,voonly,39,19,17,0
Forum,99,voonly,39,20,11,197
Forum,99,person002,39,21,11,787
Forum,99,voonly,39,22,16,2500
Forum,99,a0903622,39,23,16,1120
Forum,99,a0903622,39,24,9,0
Forum,99,voonly,39,25,9,0
Forum,99,a0903622,39,26,9,1443
Forum,99,voonly,39,27,9,25
Forum,99,voonly,39,28,9,0
Forum,99,a0903622,39,29,9,172
Forum,99,voonly,39,30,9,230
Forum,99,a0903622,39,31,9,466
Forum,99,a0903622,39,32,9,136
Forum,99,voonly,39,33,9,214
Forum,99,voonly,39,34,11,891
Forum,99,a0902776,39,35,11,14
Forum,99,a0908037,39,36,15,314
Forum,99,a0903622,39,37,15,1129
Forum,99,a0908037,39,38,15,12
Forum,99,a0903622,39,39,9,141
